Link,Image,Name,Release date,Weight,OS,Storage,Screen_size,Screen_resolution,RAM,Battery,Camera,Price,net2g,net3g,net4g,year,status,dimensions,weight,build,sim,bodyother,displaytype,displaysize,displayresolution,displayprotection,displayother,os,chipset,cpu,gpu,memoryslot,internalmemory,memoryother,cam1features,cam1video,cam2modules,cam2features,cam2video,optionalother,wlan,bluetooth,gps,nfc,radio,usb,sensors,featuresother,batdescription1,colors
https://www.gsmarena.com/samsung_galaxy_note20_ultra-10355.php,https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-note20-ultra-.jpg,Samsung Galaxy Note20 Ultra,"Released 2020, August 21","208g, 8.1mm thickness","Android 10, up to Android 13, One UI 5","256GB/512GB storage, microSDXC","6.9""",1440x3088 pixels,8/12 GB RAM,4500 mAh Li-Ion,"108 MP, f/1.8, 26mm (wide), 1/1.33"", 0.8µm, PDAF, Laser AF, OIS",1250,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 32, 38, 39, 40, 41, 66","2020, August 05","Available. Released 2020, August 21",164.8 x 77.2 x 8.1 mm (6.49 x 3.04 x 0.32 in),208 g (7.34 oz),"Glass front (Gorilla Glass Victus), glass back (Gorilla Glass Victus), stainless steel frame","Nano-SIM and eSIM or Hybrid Dual SIM (Nano-SIM, dual stand-by)",IP68 dust/water resistant (up to 1.5m for 30 min),"Dynamic AMOLED 2X, 120Hz, HDR10+","6.9 inches, 116.7 cm(~91.7% screen-to-body ratio)",1440 x 3088 pixels (~496 ppi density),Corning Gorilla Glass Victus,Always-on display,"Android 10, upgradable to Android 13, One UI 5",Exynos 990 (7 nm+) - GlobalQualcomm SM8250 Snapdragon 865 5G+ (7 nm+) - USA,Octa-core (2x2.73 GHz Mongoose M5 & 2x2.50 GHz Cortex-A76 & 4x2.0 GHz Cortex-A55) - GlobalOcta-core (1x3.0 GHz Kryo 585 & 3x2.42 GHz Cortex-A77 & 4x1.80 GHz Cortex-A55) - USA,Mali-G77 MP11 - GlobalAdreno 650 - USA,microSDXC (uses shared SIM slot),"256GB 8GB RAM, 256GB 12GB RAM, 512GB 8GB RAM, 512GB 12GB RAM",UFS 3.0,"LED flash, auto-HDR, panorama","8K@24fps, 4K@30/60fps, 1080p@30/60/240fps, 720p@960fps, HDR10+, stereo sound rec., gyro-EIS & OIS","10 MP, f/2.2, 26mm (wide), 1/3.2"", 1.22µm, Dual Pixel PDAF","Dual video call, Auto-HDR","4K@30/60fps, 1080p@30fps",32-bit/384kHz audio,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct","5.0, A2DP, LE, aptX","GPS, GLONASS, BDS, GALILEO",Yes,FM radio (Snapdragon model only; market/operator dependent),"USB Type-C 3.2, OTG","Fingerprint (under display, ultrasonic), accelerometer, gyro, proximity, compass, barometer",Samsung Wireless DeX (desktop experience support),"Li-Ion 4500 mAh, non-removable","Mystic Bronze, Mystic Black, Mystic White"
https://www.gsmarena.com/samsung_galaxy_note20_5g-10325.php,https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-note20-5g-r.jpg,Samsung Galaxy Note20 5G,"Released 2020, August 21","192g, 8.3mm thickness","Android 10, up to Android 13, One UI 5","128GB/256GB storage, no card slot","6.7""",1080x2400 pixels,8 GB RAM,4300 mAh Li-Ion,"12 MP, f/1.8, 26mm (wide), 1/1.76"", 1.8µm, Dual Pixel PDAF, OIS",299,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 12, 13, 14, 18, 19, 20, 25, 26, 28, 29, 30, 38, 39, 40, 41, 46, 48, 66, 71 - SM-N981U","2020, August 05","Available. Released 2020, August 21",161.6 x 75.2 x 8.3 mm (6.36 x 2.96 x 0.33 in),"192 g (Sub6 5G), 194 g (mmWave 5G) (6.77 oz)","Glass front (Gorilla Glass 5), plastic back","Nano-SIM and eSIM or Hybrid Dual SIM (Nano-SIM, dual stand-by)",IP68 dust/water resistant (up to 1.5m for 30 min),"Super AMOLED Plus, HDR10+","6.7 inches, 108.4 cm(~89.2% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~393 ppi density)",Corning Gorilla Glass 5,Always-on display,"Android 10, upgradable to Android 13, One UI 5",Exynos 990 (7 nm+) - GlobalQualcomm SM8250 Snapdragon 865 5G+ (7 nm+) - USA,Octa-core (2x2.73 GHz Mongoose M5 & 2x2.50 GHz Cortex-A76 & 4x2.0 GHz Cortex-A55) - GlobalOcta-core (1x3.0 GHz Kryo 585 & 3x2.42 GHz Cortex-A77 & 4x1.80 GHz Cortex-A55) - USA,Mali-G77 MP11 - GlobalAdreno 650 - USA,No,"128GB 8GB RAM, 256GB 8GB RAM",UFS 3.0,"LED flash, auto-HDR, panorama","8K@24fps, 4K@30/60fps, 1080p@30/60/240fps, 720p@960fps, HDR10+, stereo sound rec., gyro-EIS & OIS","10 MP, f/2.2, 26mm (wide), 1/3.2"", 1.22µm, Dual Pixel PDAF","Dual video call, Auto-HDR","4K@30/60fps, 1080p@30fps",32-bit/384kHz audio,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct","5.0, A2DP, LE, aptX","GPS, GLONASS, BDS, GALILEO",Yes,FM radio (Snapdragon model only; market/operator dependent),"USB Type-C 3.2, OTG","Fingerprint (under display, ultrasonic), accelerometer, gyro, proximity, compass, barometer",Samsung Wireless DeX (desktop experience support),"Li-Ion 4300 mAh, non-removable","Mystic Green, Mystic Bronze, Mystic Gray, Mystic Red, Mystic Blue"
https://www.gsmarena.com/samsung_galaxy_note20-10338.php,https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-note20-5g-r.jpg,Samsung Galaxy Note20,"Released 2020, August 21","192g, 8.3mm thickness","Android 10, up to Android 13, One UI 5","256GB storage, no card slot","6.7""",1080x2400 pixels,8 GB RAM,4300 mAh Li-Ion,"12 MP, f/1.8, 26mm (wide), 1/1.76"", 1.8µm, Dual Pixel PDAF, OIS",850,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 32, 38, 39, 40, 41, 66","2020, August 05","Available. Released 2020, August 21",161.6 x 75.2 x 8.3 mm (6.36 x 2.96 x 0.33 in),192 g (6.77 oz),"Glass front (Gorilla Glass 5), plastic back","Nano-SIM and eSIM or Hybrid Dual SIM (Nano-SIM, dual stand-by)",IP68 dust/water resistant (up to 1.5m for 30 min),"Super AMOLED Plus, HDR10+","6.7 inches, 108.4 cm(~89.2% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~393 ppi density)",Corning Gorilla Glass 5,Always-on display,"Android 10, upgradable to Android 13, One UI 5",Exynos 990 (7 nm+) - GlobalQualcomm SM8250 Snapdragon 865 5G+ (7 nm+) - USA,Octa-core (2x2.73 GHz Mongoose M5 & 2x2.50 GHz Cortex-A76 & 4x2.0 GHz Cortex-A55) - GlobalOcta-core (1x3.0 GHz Kryo 585 & 3x2.42 GHz Cortex-A77 & 4x1.80 GHz Cortex-A55) - USA,Mali-G77 MP11 - GlobalAdreno 650 - USA,No,256GB 8GB RAM,UFS 3.0,"LED flash, auto-HDR, panorama","8K@24fps, 4K@30/60fps, 1080p@30/60/240fps, 720p@960fps, HDR10+, stereo sound rec., gyro-EIS & OIS","10 MP, f/2.2, 26mm (wide), 1/3.2"", 1.22µm, Dual Pixel PDAF","Dual video call, Auto-HDR","4K@30/60fps, 1080p@30fps",32-bit/384kHz audio,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct","5.0, A2DP, LE, aptX","GPS, GLONASS, BDS, GALILEO",Yes,FM radio (Snapdragon model only; market/operator dependent),"USB Type-C 3.2, OTG","Fingerprint (under display, ultrasonic), accelerometer, gyro, proximity, compass, barometer",Samsung Wireless DeX (desktop experience support),"Li-Ion 4300 mAh, non-removable","Mystic Green, Mystic Bronze, Mystic Gray, Mystic Red, Mystic Blue"
https://www.gsmarena.com/samsung_galaxy_tab_s7+-10336.php,https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-tab-s7-plus1.jpg,Samsung Galaxy Tab S7+,"Released 2020, August 21","575g, 5.7mm thickness","Android 10, up to Android 13, One UI 5","128GB/256GB/512GB storage, microSDXC","12.4""",1752x2800 pixels,6/8 GB RAM,10090 mAh Li-Po,"13 MP, f/2.0, 26mm (wide), 1/3.4"", 1.0µm, AF",900,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 12, 13, 20, 25, 26, 28, 38, 40, 41, 66","2020, August 05","Available. Released 2020, August 21",285 x 185 x 5.7 mm (11.22 x 7.28 x 0.22 in),575 g (1.27 lb),"Glass front, aluminum back, aluminum frame",Nano-SIM,"Stylus support, 5.6ms latency (Bluetooth integration, accelerometer, gyro)","Super AMOLED, 120Hz, HDR10+","12.4 inches, 446.1 cm(~84.6% screen-to-body ratio)","1752 x 2800 pixels, 16:10 ratio (~266 ppi density)",,,"Android 10, upgradable to Android 13, One UI 5",Qualcomm SM8250 Snapdragon 865 5G+ (7 nm+),Octa-core (1x3.09 GHz Cortex-A77 & 3x2.42 GHz Cortex-A77 & 4x1.80 GHz Cortex-A55,Adreno 650,microSDXC (dedicated slot),"128GB 6GB RAM, 256GB 8GB RAM, 512GB 8GB RAM",UFS 3.0,"HDR, panorama",4K@30fps,"8 MP, f/2.0, 26mm (wide), 1/4"", 1.12µm",1080p@30fps,Tuned by AKG,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct","5.0, A2DP, LE","GPS, GLONASS, BDS, GALILEO",No,No,"USB Type-C 3.2, magnetic connector","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",Samsung DeX,"Li-Po 10090 mAh, non-removable","Mystic Black, Mystic Bronze, Mystic Silver, Phantom Navy","SM-T970, SM-T976B, SM-T975"
https://www.gsmarena.com/samsung_galaxy_tab_s7-10337.php,https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-tab-s7-1.jpg,Samsung Galaxy Tab S7,"Released 2020, August 21","498g, 6.3mm thickness","Android 10, up to Android 12L, One UI 4.1.1","128GB/256GB/512GB storage, microSDXC","11.0""",1600x2560 pixels,6/8 GB RAM,8000 mAh Li-Po,"13 MP, f/2.0, 26mm (wide), 1/3.4"", 1.0µm, AF",700,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 12, 13, 20, 25, 26, 28, 38, 40, 41, 66","2020, August 05","Available. Released 2020, August 21",253.8 x 165.3 x 6.3 mm (9.99 x 6.51 x 0.25 in),"498 g (Wi-Fi), 500 g (LTE), 502 g (5G) (1.10 lb)","Glass front, aluminum back, aluminum frame",Nano-SIM,"Stylus support, 9ms latency (Bluetooth integration, accelerometer, gyro)","TFT LCD, 120Hz, HDR10+","11.0 inches, 350.9 cm(~83.6% screen-to-body ratio)","1600 x 2560 pixels, 16:10 ratio (~274 ppi density)",,,"Android 10, upgradable to Android 12L, One UI 4.1.1",Qualcomm SM8250 Snapdragon 865 5G+ (7 nm+),Octa-core (1x3.09 GHz Cortex-A77 & 3x2.42 GHz Cortex-A77 & 4x1.80 GHz Cortex-A55,Adreno 650,microSDXC (dedicated slot),"128GB 6GB RAM, 256GB 8GB RAM, 512GB 8GB RAM",UFS 3.0,"HDR, panorama",4K@30fps,"8 MP, f/2.0, 26mm (wide), 1/4"", 1.12µm",1080p@30fps,Tuned by AKG,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct","5.0, A2DP, LE","GPS, GLONASS, BDS, GALILEO",No,No,"USB Type-C 3.2, magnetic connector","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass",Samsung DeX,"Li-Po 8000 mAh, non-removable","Mystic Black, Mystic Bronze, Mystic Silver, Phantom Navy","SM-T870, SM-T875, SM-T876B"
https://www.gsmarena.com/samsung_galaxy_z_flip_5g-10244.php,https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-z-flip-5g-mystic-bronze.jpg,Samsung Galaxy Z Flip 5G,"Released 2020, August 07","183g, 7.2mm thickness","Android 10, up to Android 13, One UI 5","256GB storage, no card slot","6.7""",1080x2636 pixels,8 GB RAM,3300 mAh Li-Po,"12 MP, f/1.8, 27mm (wide), 1/2.55"", 1.4µm, Dual Pixel PDAF, OIS",800,GSM 850 / 900 / 1800 / 1900,"HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - International, Canada","1, 2, 3, 4, 5, 7, 8, 12, 13, 14, 18, 19, 20, 25, 26, 28, 29, 30, 38, 39, 40, 41, 66, 71 - International","2020, July 22","Available. Released 2020, August 07",Unfolded: 167.3 x 73.6 x 7.2 mmFolded: 87.4 x 73.6 x 17.3 mm,183 g (6.46 oz),"Plastic front, glass back (Gorilla Glass 6), aluminum frame",Nano-SIM and eSIM,,"Foldable Dynamic AMOLED, HDR10+","6.7 inches, 101.6 cm(~82.5% screen-to-body ratio)",1080 x 2636 pixels (~425 ppi density),Cover display:,"Android 10, upgradable to Android 13, One UI 5",,Qualcomm SM8250 Snapdragon 865 5G+ (7 nm+),Octa-core (1x3.09 GHz Cortex-A77 & 3x2.40 GHz Cortex-A77 & 4x1.80 GHz Cortex-A55),Adreno 650,No,256GB 8GB RAM,UFS 3.0,"LED flash, HDR, panorama","4K@30/60fps, 1080p@60/240fps, 720p@960fps, HDR10+","10 MP, f/2.4, 26mm (wide), 1.22µm",HDR,4K@30fps,32-bit/384kHz audio,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct","5.0, A2DP, LE","GPS, GLONASS, GALILEO, BDS",Yes,No,"USB Type-C 2.0, OTG","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass, barometer","Samsung Pay (Visa, MasterCard certified)","Li-Po 3300 mAh, non-removable","Mystic Grey, Mystic Bronze, Mystic White"
https://www.gsmarena.com/samsung_galaxy_m31s-10333.php,https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-m31s.jpg,Samsung Galaxy M31s,"Released 2020, August 06","203g, 9.3mm thickness","Android 10, up to Android 12, One UI 4.1","128GB storage, microSDXC","6.5""",1080x2400 pixels,6/8 GB RAM,6000 mAh Li-Po,"64 MP, f/1.8, 26mm (wide), 1/1.73"", 0.8µm, PDAF",300,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 12, 17, 20, 26, 28, 38, 40, 41, 66","2020, July 30","Available. Released 2020, August 06",159.3 x 74.4 x 9.3 mm (6.27 x 2.93 x 0.37 in),203 g (7.16 oz),,"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",,Super AMOLED,"6.5 inches, 102.0 cm(~86.1% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~405 ppi density)",Corning Gorilla Glass 3,"Android 10, upgradable to Android 12, One UI 4.1",,Exynos 9611 (10nm),Octa-core (4x2.3 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53),Mali-G72 MP3,microSDXC (dedicated slot),"128GB 6GB RAM, 128GB 8GB RAM",UFS 2.1,"LED flash, panorama, HDR","4K@30fps, 1080p@30fps, gyro-EIS","32 MP, f/2.2, 26mm (wide), 1/2.8"", 0.8µm",HDR,"4K@30fps, 1080p@30fps","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.0, A2DP, LE","GPS, GLONASS, GALILEO, BDS",Yes (market/region dependent),"FM radio, RDS, recording","USB Type-C 2.0, OTG","Fingerprint (side-mounted), accelerometer, gyro, compass",Virtual proximity sensing,"Li-Po 6000 mAh, non-removable","Mirage Black, Mirage Blue","SM-M317F, SM-M317F/DS"
https://www.gsmarena.com/samsung_galaxy_m01s-10335.php,https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-m01s-m017f.jpg,Samsung Galaxy M01s,"Released 2020, July 16","168g, 7.8mm thickness","Android 9.0, up to Android 10, One UI 2.1","32GB storage, microSDXC","6.2""",720x1520 pixels,3 GB RAM,4000 mAh Li-Ion,"13 MP, f/1.8, 28mm (wide), 1/3.1"", 1.12µm, AF",110,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 2100,"1, 3, 5, 7, 8, 20, 28, 38, 40, 41","2020, July 16","Available. Released 2020, July 16",156.9 x 75.8 x 7.8 mm (6.18 x 2.98 x 0.31 in),168 g (5.93 oz),"Glass front, plastic back, plastic frame","Dual SIM (Nano-SIM, dual stand-by)",,PLS LCD,"6.2 inches, 95.9 cm(~80.7% screen-to-body ratio)","720 x 1520 pixels, 19:9 ratio (~271 ppi density)",,,"Android 9.0 (Pie), upgradable to Android 10, One UI 2.1",Mediatek MT6762 Helio P22 (12 nm),Octa-core (4x2.0 GHz & 4x1.5 GHz),PowerVR GE8320,microSDXC (dedicated slot),32GB 3GB RAM,eMMC 5.1,LED flash,1080p@30fps,"8 MP, f/2.0",,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct","4.2, A2DP, LE","GPS, GLONASS, GALILEO, BDS",No,FM radio,"microUSB 2.0, OTG","Fingerprint (rear-mounted), accelerometer, proximity","Li-Ion 4000 mAh, non-removable","Light Blue, Gray","SM-M017F, SM-M017F/DS",0.26 W/kg (head),About 110 EUR
https://www.gsmarena.com/samsung_galaxy_m01_core-10316.php,https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-a01core-sm-a013.jpg,Samsung Galaxy M01 Core,"Released 2020, July 29","150g, 8.6mm thickness",Android 10,"16GB/32GB storage, microSDXC","5.3""",720x1480 pixels,1/2 GB RAM,3000 mAh Li-Ion,"8 MP, f/2.2, AF",60,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 2100,"1, 3, 5, 7, 8, 20, 38, 40, 41","2020, July 27","Available. Released 2020, July 29",141.7 x 67.5 x 8.6 mm (5.58 x 2.66 x 0.34 in),150 g (5.29 oz),"Plastic back, plastic frame","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",,PLS LCD,"5.3 inches, 71.3 cm(~74.5% screen-to-body ratio)","720 x 1480 pixels, 18.5:9 ratio (~311 ppi density)",,,Android 10 (Go edition),Mediatek MT6739 (28 nm),Quad-core 1.5 GHz Cortex-A53,PowerVR GE8100,microSDXC (dedicated slot),"16GB 1GB RAM, 32GB 2GB RAM",eMMC 5.1,LED flash,1080p@30fps,"5 MP, f/2.4",,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct","5.0, A2DP, LE","GPS, GLONASS",No,FM radio,microUSB 2.0,Accelerometer,"Li-Ion 3000 mAh, non-removable","Black, Blue, Red","SM-M013F, SM-M013F/DS",0.86 W/kg (head),About 60 EUR
https://www.gsmarena.com/samsung_galaxy_a01_core-10314.php,https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-a01core-sm-a013.jpg,Samsung Galaxy A01 Core,"Released 2020, August 06","150g, 8.6mm thickness",Android 10,"16GB/32GB storage, microSDXC","5.3""",720x1480 pixels,1/2 GB RAM,3000 mAh Li-Ion,"8 MP, f/2.2, AF",178,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 2100,"1, 3, 5, 7, 8, 20, 28, 38, 40, 41","2020, July 21","Available. Released 2020, August 06",141.7 x 67.5 x 8.6 mm (5.58 x 2.66 x 0.34 in),150 g (5.29 oz),"Plastic back, plastic frame","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",,PLS LCD,"5.3 inches, 71.3 cm(~74.5% screen-to-body ratio)","720 x 1480 pixels, 18.5:9 ratio (~311 ppi density)",,,Android 10 (Go edition),Mediatek MT6739 (28 nm),Quad-core 1.5 GHz Cortex-A53,PowerVR GE8100,microSDXC (dedicated slot),"16GB 1GB RAM, 16GB 2GB RAM, 32GB 2GB RAM",eMMC 5.1,LED flash,1080p@30fps,"5 MP, f/2.4",,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct","5.0, A2DP, LE",GPS,No,FM radio,microUSB 2.0,Accelerometer,"Li-Ion 3000 mAh, non-removable","Black, Blue, Red","SM-A013F, SM-A013F/DS, SM-A013G, SM-A013G/DS, SM-A013M",0.64 W/kg (head)     1.18 W/kg (body),
https://www.gsmarena.com/samsung_galaxy_a71_5g_uw-10276.php,https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-a71-5g-uw.jpg,Samsung Galaxy A71 5G UW,"Released 2020, July 16","188g, 8.4mm thickness","Android 10, One UI 2.1","128GB storage, microSDXC","6.7""",1080x2400 pixels,8 GB RAM,4500 mAh Li-Po,"64 MP, f/1.8, 26mm (wide), 1/1.72"", 0.8µm, PDAF",157,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 900 / 1900 / 2100,"2, 3, 4, 5, 7, 12, 13, 20, 28, 66","2020, July 07","Available. Released 2020, July 16",162.8 x 75.7 x 8.4 mm (6.41 x 2.98 x 0.33 in),188 g (6.63 oz),"Glass front (Gorilla Glass 3), plastic back, aluminum frame",Pre-installed Nano-SIM,,Super AMOLED Plus,"6.7 inches, 108.4 cm(~87.9% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~393 ppi density)",Corning Gorilla Glass 3,"Android 10, One UI 2.1",,Qualcomm SM7250 Snapdragon 765G 5G (7 nm),Octa-core (1x2.4 GHz Kryo 475 Prime & 1x2.2 GHz Kryo 475 Gold & 6x1.8 GHz Kryo 475 Silver),Adreno 620,microSDXC (dedicated slot),128GB 8GB RAM,UFS 2.1,"LED flash, panorama, HDR","4K@30fps, 1080p@30/240fps, 1080p@960fps; gyro-EIS","32 MP, f/2.2, 26mm (wide), 1/2.8"", 0.8µm",HDR,"4K@30fps, 1080p@30fps","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.0, A2DP, LE","GPS, GLONASS, GALILEO, BDS",No,No,"USB Type-C 2.0, OTG","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",ANT+,"Li-Po 4500 mAh, non-removable",Prism Bricks Black,SM-A716V
https://www.gsmarena.com/samsung_galaxy_m30-9505.php,https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-m30-.jpg,Samsung Galaxy M30,"Released 2019, March","174g, 8.5mm thickness","Android 8.1, up to Android 10, One UI 2","32GB/64GB/128GB storage, microSDXC","6.4""",1080x2340 pixels,3/6 GB RAM,5000 mAh Li-Po,"13 MP, f/1.9, PDAF",260,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100,"1, 3, 5, 8, 20, 40, 41","2019, February 27","Available. Released 2019, March",159 x 75.1 x 8.5 mm (6.26 x 2.96 x 0.33 in),174 g (6.14 oz),"Glass front, plastic back, plastic frame","Dual SIM (Nano-SIM, dual stand-by)",,Super AMOLED,"6.4 inches, 100.5 cm(~84.2% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~403 ppi density)",,,"Android 8.1 (Oreo), upgradable to Android 10, One UI 2",Exynos 7904 (14 nm),Octa-core (2x1.8 GHz Cortex-A73 & 6x1.6 GHz Cortex-A53),Mali-G71 MP2,microSDXC (dedicated slot),"32GB 3GB RAM, 32GB 4GB RAM, 64GB 4GB RAM, 64GB 6GB RAM, 128GB 6GB RAM",eMMC 5.1,"LED flash, panorama, HDR",1080p@30fps,"16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0µm",HDR,1080p@30fps,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.0, A2DP, LE","GPS, GLONASS, BDS",No,"FM radio, RDS, recording",USB Type-C 2.0,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Po 5000 mAh, non-removable","Black, Blue","SM-M305F, SM-M305FN, SM-M305G, SM-M305M, SM-A3051, SM-A3058, SM-A3050",0.28 W/kg (head)     0.39 W/kg (body)
https://www.gsmarena.com/samsung_galaxy_m20-9506.php,https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-m20-m205f.jpg,Samsung Galaxy M20,"Released 2019, February","186g, 8.8mm thickness","Android 8.1, up to Android 10, One UI 2","32GB/64GB storage, microSDXC","6.3""",1080x2340 pixels,3/4 GB RAM,5000 mAh Li-Po,"13 MP, f/1.9, 1/3.1"", 1.12µm, PDAF",400,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100,"1, 3, 5, 7, 8, 20, 38, 40, 41","2019, January 28","Available. Released 2019, February",156.4 x 74.5 x 8.8 mm (6.16 x 2.93 x 0.35 in),186 g (6.56 oz),"Glass front, plastic back, plastic frame","Dual SIM (Nano-SIM, dual stand-by)",,PLS LCD,"6.3 inches, 97.4 cm(~83.6% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~409 ppi density)",,,"Android 8.1 (Oreo), upgradable to Android 10, One UI 2",Exynos 7904 (14 nm),Octa-core (2x1.8 GHz Cortex-A73 & 6x1.6 GHz Cortex-A53),Mali-G71 MP2,microSDXC (dedicated slot),"32GB 3GB RAM, 64GB 4GB RAM",eMMC 5.1,"LED flash, panorama, HDR",1080p@30fps,"8 MP, f/2.0, 25mm (wide)",HDR,1080p@30fps,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct","5.0, A2DP, LE","GPS, GLONASS, BDS",Yes (market/region dependent),"FM radio, RDS, recording",USB Type-C 2.0,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Po 5000 mAh, non-removable","Ocean Blue, Charcoal Black","SM-M205F, SM-M205FN, SM-M205G, SM-M205M, SM-M205N",0.25 W/kg (head)     1.59 W/kg (body)
